Id,Prediction
532,0
533,1
534,0
535,0
536,0
537,1
538,0
539,1
540,1
541,0
542,1
543,0
544,1
545,1
546,0
547,0
548,1
549,1
550,1
551,1
552,1
553,1
554,0
555,0
556,0
557,0
558,0
559,1
560,1
561,0
562,0
563,1
564,0
565,1
566,1
567,0
568,1
569,0
570,1
571,0
572,0
573,1
574,0
575,1
576,0
577,1
578,1
579,1
580,1
581,0
582,1
583,0
584,1
585,0
586,1
587,1
588,0
589,0
590,0
591,1
592,0
593,1
594,0
595,0
596,0
597,0
598,1
599,0
600,0
601,0
602,1
603,0
604,0
605,0
606,1
607,1
608,1
609,1
610,1
611,0
612,0
613,1
614,1
615,0
616,1
617,1
618,1
619,1
620,0
621,1
622,0
623,1
624,0
625,1
626,0
627,1
628,0
629,0
630,0
631,1
632,1
633,0
634,1
635,0
636,1
637,0
638,1
639,0
640,1
641,1
642,0
643,0
644,0
645,1
646,0
647,0
648,0
649,1
650,0
651,0
652,0
653,1
654,1
655,0
656,0
657,1
658,0
659,0
660,0
661,0
662,0
663,0
664,1
665,1
666,0
667,0
668,1
669,0
670,1
671,0
672,1
673,0
674,0
675,1
676,0
677,0
678,0
679,1
680,0
681,1
682,0
683,0
684,1
685,1
686,0
687,0
688,0
689,0
690,0
691,1
692,0
693,1
694,1
695,0
696,1
697,0
698,0
699,1
700,0
701,0
702,1
703,0
704,0
705,1
706,0
707,1
708,1
709,0
710,0
711,1
712,1
713,1
714,0
715,1
716,0
717,1
718,1
719,1
720,1
721,1
722,0
723,0
724,0
725,1
726,0
727,1
728,0
729,1
730,1
731,1
732,0
733,1
734,1
735,0
736,1
737,1
738,1
739,0
740,0
741,1
742,1
743,1
744,1
745,1
746,0
747,0
748,1
749,0
750,0
751,0
752,1
753,0
754,0
755,1
756,0
757,1
758,0
759,0
760,1
761,0
762,0
763,1
764,1
765,1
766,1
767,1
768,0
769,1
770,1
771,0
772,1
773,1
774,0
775,1
776,0
777,1
778,1
779,1
780,0
781,0
782,1
783,1
784,0
785,0
786,1
787,0
788,1
789,0
790,0
791,1
792,0
793,0
794,0
795,0
796,0
797,1
798,0
799,0
800,0
801,1
802,0
803,1
804,0
805,0
806,1
807,0
808,0
809,0
810,0
811,1
812,1
813,1
814,0
815,0
816,0
817,1
818,1
819,0
820,1
821,0
822,1
823,0
824,0
825,1
826,0
827,0
828,1
829,0
830,0
831,0
832,0
833,0
834,1
835,0
836,0
837,1
838,0
839,0
840,1
841,0
842,1
843,0
844,1
845,1
846,0
847,1
848,0
849,1
850,0
851,1
852,0
853,1
854,1
855,1
856,1
857,1
858,1
859,0
860,1
861,1
862,0
863,1
864,1
865,0
866,1
867,1
868,1
869,0
870,0
871,0
872,0
873,1
874,1
875,1
876,1
877,0
878,0
879,0
880,0
881,1
882,0
883,1
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,1
892,1
893,0
894,1
895,0
896,1
897,0
898,1
899,0
900,1
901,0
902,0
903,0
904,0
905,1
906,0
907,0
908,1
909,1
910,0
911,1
912,1
913,1
914,0
915,0
916,0
917,1
918,1
919,1
920,1
921,1
922,0
923,1
924,1
925,0
926,0
927,1
928,1
929,1
930,1
931,1
932,1
933,0
934,1
935,0
936,0
937,1
938,1
939,1
940,0
941,0
942,0
943,1
944,1
945,0
946,1
947,0
948,1
949,0
950,0
951,1
952,1
953,1
954,0
955,1
956,1
957,0
958,1
959,1
960,0
961,1
962,1
963,1
964,1
965,1
966,0
967,1
968,0
969,1
970,0
971,1
972,1
973,1
974,1
975,1
976,1
977,0
978,0
979,1
980,0
981,1
982,0
983,0
984,0
985,0
986,1
987,1
988,1
989,0
990,0
991,1
992,1
993,0
994,1
995,1
996,1
997,0
998,1
999,0
1000,0
1001,1
1002,0
1003,0
1004,0
1005,1
1006,0
1007,1
1008,0
1009,1
1010,0
1011,0
1012,0
1013,1
1014,1
1015,0
1016,1
1017,0
1018,0
1019,1
1020,0
1021,0
1022,0
1023,1
1024,1
1025,0
1026,1
1027,1
1028,0
1029,0
1030,0
1031,1
1032,1
1033,1
1034,0
1035,1
1036,1
1037,1
1038,0
1039,1
1040,1
1041,1
1042,0
1043,1
1044,1
1045,0
1046,1
1047,1
1048,1
1049,1
1050,0
1051,1
1052,1
1053,0
1054,1
1055,1
1056,1
1057,0
1058,0
1059,0
1060,1
1061,0
1062,0
1063,0
1064,0
1065,0
1066,1
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,1
1074,0
1075,1
1076,0
1077,1
1078,1
1079,1
1080,0
1081,1
1082,0
1083,1
1084,0
1085,1
1086,0
1087,0
1088,1
1089,0
1090,1
1091,0
1092,1
1093,0
1094,0
1095,0
1096,1
1097,1
1098,1
1099,0
1100,0
1101,1
1102,0
1103,1
1104,1
1105,0
1106,0
1107,1
1108,1
1109,0
1110,0
1111,1
1112,0
1113,0
1114,1
1115,1
1116,0
1117,1
1118,0
1119,0
1120,1
1121,1
1122,0
1123,1
1124,0
1125,1
1126,1
1127,1
1128,1
1129,1
1130,0
1131,0
1132,1
1133,1
1134,1
1135,0
1136,1
1137,1
1138,0
1139,1
1140,0
1141,1
1142,1
1143,1
1144,1
1145,1
1146,0
1147,1
1148,0
1149,1
1150,1
1151,1
1152,0
1153,1
1154,0
1155,0
1156,0
1157,0
1158,1
1159,0
1160,0
1161,0
1162,1
1163,1
1164,1
1165,0
1166,1
1167,1
1168,1
1169,0
1170,0
1171,1
1172,0
1173,0
1174,1
1175,1
1176,0
1177,0
1178,0
1179,1
1180,0
1181,0
1182,0
1183,1
1184,0
1185,0
1186,1
1187,0
1188,0
1189,0
1190,1
1191,1
1192,1
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,1
1202,1
1203,0
1204,1
1205,1
1206,1
1207,1
1208,1
1209,1
1210,0
1211,1
1212,0
1213,1
1214,0
1215,1
1216,0
1217,1
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,1
1225,1
1226,0
1227,1
1228,1
1229,0
1230,0
1231,0
1232,1
1233,1
1234,1
1235,0
1236,1
1237,1
1238,0
1239,0
1240,0
1241,1
1242,0
1243,1
1244,1
1245,0
1246,0
1247,0
1248,1
1249,1
1250,1
1251,0
1252,1
1253,1
1254,0
1255,1
1256,1
1257,1
1258,1
1259,1
1260,0
1261,1
1262,1
1263,1
1264,1
1265,0
1266,0
1267,0
1268,1
1269,0
1270,1
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,1
1279,0
1280,1
1281,1
1282,1
1283,1
1284,1
1285,1
1286,1
1287,0
1288,0
1289,0
1290,1
1291,0
1292,1
1293,0
1294,0
1295,1
1296,1
1297,1
1298,1
1299,1
1300,1
1301,0
1302,1
1303,0
1304,0
1305,0
1306,0
1307,1
1308,0
1309,1
1310,0
1311,1
1312,1
1313,1
1314,1
1315,1
1316,1
1317,1
1318,0
1319,1
1320,0
1321,0
1322,1
1323,1
1324,0
1325,0
1326,1
1327,1
1328,1
1329,0
1330,1
1331,1
1332,1
1333,0
1334,1
1335,1
1336,1
1337,1
1338,0
1339,0
1340,0
1341,1
1342,1
1343,0
1344,1
1345,1
1346,0
1347,0
1348,1
1349,1
1350,0
1351,0
1352,0
1353,1
1354,0
1355,1
1356,0
1357,1
1358,1
1359,0
1360,1
1361,1
1362,1
1363,0
1364,1
1365,0
1366,1
1367,1
1368,0
1369,1
1370,0
1371,0
1372,1
1373,1
1374,1
1375,0
1376,1
1377,0
1378,0
1379,1
1380,1
1381,0
1382,1
1383,0
1384,0
1385,1
1386,1
1387,1
1388,0
1389,1
1390,1
1391,0
1392,1
1393,0
1394,0
1395,0
1396,1
1397,1
1398,0
1399,1
1400,0
1401,0
1402,0
1403,0
1404,0
1405,1
1406,1
1407,1
1408,0
1409,1
1410,1
1411,0
1412,0
1413,0
1414,1
1415,0
1416,0
1417,0
1418,0
1419,1
1420,1
1421,0
1422,0
1423,1
1424,0
1425,1
1426,1
1427,0
1428,0
1429,1
1430,0
1431,1
1432,0
1433,0
1434,0
1435,1
1436,0
1437,1
1438,1
1439,0
1440,1
1441,0
1442,1
1443,0
1444,0
1445,1
1446,1
1447,0
1448,0
1449,1
1450,0
1451,1
1452,0
1453,1
1454,1
1455,0
1456,1
1457,0
1458,0
1459,0
1460,1
1461,0
1462,1
1463,0
1464,0
1465,1
1466,0
1467,0
1468,1
1469,1
1470,1
1471,0
1472,1
1473,0
1474,0
1475,0
1476,1
1477,1
1478,1
1479,0
1480,0
1481,1
1482,1
1483,0
1484,0
1485,0
1486,1
1487,0
1488,1
1489,0
1490,1
1491,0
1492,0
1493,0
1494,1
1495,1
1496,0
1497,0
1498,0
1499,0
1500,0
1501,1
1502,1
1503,1
1504,1
1505,0
1506,0
1507,0
1508,1
1509,0
1510,1
1511,0
1512,1
1513,1
1514,1
1515,1
1516,0
1517,1
1518,0
1519,0
1520,1
1521,1
1522,1
1523,0
1524,0
1525,1
1526,0
1527,0
1528,1
1529,0
1530,1
1531,1
1532,0
1533,0
1534,0
1535,1
1536,1
1537,1
1538,1
1539,0
1540,0
1541,0
1542,0
1543,1
1544,1
1545,0
1546,1
1547,0
1548,0
1549,1
1550,1
1551,0
1552,0
1553,1
1554,0
1555,0
1556,1
1557,1
1558,0
1559,1
1560,1
1561,0
1562,0
1563,1
1564,0
1565,1
1566,0
1567,1
1568,0
1569,1
1570,0
1571,1
1572,1
1573,0
1574,0
1575,0
1576,0
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,0
1585,1
1586,1
1587,0
1588,1
1589,0
1590,0
1591,0
1592,1
1593,0
1594,1
1595,0
1596,0
1597,1
1598,1
1599,1
1600,0
1601,0
1602,0
1603,1
1604,0
1605,0
1606,1
1607,1
1608,1
1609,0
1610,0
1611,1
1612,1
1613,1
1614,0
1615,1
1616,1
1617,1
1618,0
1619,1
1620,0
1621,0
1622,0
1623,0
1624,1
1625,0
1626,1
1627,1
1628,1
1629,0
1630,0
1631,0
1632,1
1633,0
1634,0
1635,0
1636,1
1637,1
1638,0
1639,1
1640,1
1641,0
1642,0
1643,1
1644,0
1645,0
1646,1
1647,1
1648,1
1649,0
1650,1
1651,1
1652,0
1653,0
1654,0
1655,1
1656,0
1657,0
1658,0
1659,1
1660,0
1661,0
1662,0
1663,0
1664,1
1665,1
1666,1
1667,1
1668,1
1669,0
1670,0
1671,0
1672,0
1673,1
1674,1
1675,1
1676,0
1677,1
1678,0
1679,1
1680,1
1681,1
1682,1
1683,1
1684,1
1685,1
1686,0
1687,0
1688,0
1689,0
1690,1
1691,0
1692,1
1693,1
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,1
1703,0
1704,1
1705,0
1706,1
1707,0
1708,1
1709,0
1710,0
1711,0
1712,0
1713,1
1714,1
1715,0
1716,1
1717,1
1718,0
1719,1
1720,1
1721,1
1722,1
1723,0
1724,1
1725,1
1726,1
1727,0
1728,1
1729,1
1730,0
1731,0
1732,1
1733,0
1734,1
1735,0
1736,0
1737,0
1738,0
1739,1
1740,1
1741,1
1742,0
1743,0
1744,1
1745,0
1746,0
1747,1
1748,0
1749,0
1750,1
1751,1
1752,0
1753,1
1754,1
1755,0
1756,0
1757,0
1758,0
1759,1
1760,0
1761,0
1762,0
1763,0
1764,1
1765,1
1766,0
1767,1
1768,1
1769,1
1770,0
1771,1
1772,1
1773,1
1774,0
1775,0
1776,1
1777,0
1778,0
1779,1
1780,1
1781,1
1782,0
1783,0
1784,1
1785,0
1786,1
1787,0
1788,1
1789,0
1790,0
1791,0
1792,1
1793,0
1794,1
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,1
1802,1
1803,0
1804,1
1805,1
1806,0
1807,1
1808,1
1809,1
1810,0
1811,0
1812,1
1813,1
1814,0
1815,0
1816,1
1817,1
1818,1
1819,0
1820,0
1821,1
1822,1
1823,0
1824,0
1825,0
1826,1
1827,1
1828,1
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,1
1838,0
1839,1
1840,1
1841,1
1842,0
1843,1
1844,1
1845,0
1846,0
1847,0
1848,1
1849,1
1850,1
1851,1
1852,0
1853,0
1854,0
1855,1
1856,1
1857,0
1858,1
1859,0
1860,1
1861,0
1862,1
1863,0
1864,0
1865,0
1866,0
1867,1
1868,0
1869,0
1870,1
1871,1
1872,1
1873,0
1874,1
1875,0
1876,0
1877,0
1878,0
1879,0
1880,1
1881,0
1882,0
1883,1
1884,0
1885,1
1886,1
1887,1
1888,1
1889,1
1890,0
1891,1
1892,1
1893,0
1894,0
1895,1
1896,1
1897,0
1898,0
1899,1
1900,1
1901,1
1902,0
1903,0
1904,1
1905,0
1906,1
1907,0
1908,1
1909,0
1910,1
1911,0
1912,1
1913,0
1914,0
1915,0
1916,1
1917,1
1918,0
1919,1
1920,1
1921,0
1922,0
1923,1
1924,1
1925,1
1926,1
1927,1
1928,1
1929,1
1930,1
1931,1
1932,0
1933,1
1934,1
1935,1
1936,0
1937,0
1938,1
1939,1
1940,1
1941,0
1942,1
1943,0
1944,0
1945,0
1946,1
1947,1
1948,0
1949,1
1950,1
1951,1
1952,1
1953,0
1954,1
1955,0
1956,1
1957,1
1958,0
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,0
1966,0
1967,0
1968,0
1969,0
1970,1
1971,0
1972,1
1973,0
1974,0
1975,1
1976,1
1977,0
1978,0
1979,1
1980,1
1981,0
1982,0
1983,1
1984,0
1985,1
1986,1
1987,1
1988,0
1989,1
1990,0
1991,1
1992,0
1993,0
1994,0
1995,1
1996,1
1997,0
1998,0
1999,1
2000,1
2001,0
2002,1
2003,1
2004,1
2005,0
2006,0
2007,1
2008,1
2009,0
2010,0
2011,0
2012,1
2013,0
2014,1
2015,1
2016,1
2017,1
2018,0
2019,0
2020,0
2021,1
2022,0
2023,1
2024,1
2025,0
2026,0
2027,1
2028,0
2029,0
2030,1
2031,0
2032,1
2033,1
2034,0
2035,0
2036,1
2037,0
2038,1
2039,0
2040,1
2041,1
2042,1
2043,1
2044,0
2045,1
2046,0
2047,0
2048,0
2049,1
2050,1
2051,1
2052,0
2053,1
2054,1
2055,0
2056,0
2057,1
2058,0
2059,1
2060,1
2061,1
2062,1
2063,1
2064,0
2065,0
2066,0
2067,1
2068,0
2069,0
2070,1
2071,1
2072,1
2073,0
2074,0
2075,0
2076,1
2077,0
2078,0
2079,0
2080,1
2081,1
2082,1
2083,0
2084,1
2085,0
2086,1
2087,0
2088,1
2089,1
2090,0
2091,0
2092,1
2093,1
2094,1
2095,1
2096,0
2097,0
2098,1
2099,0
2100,1
2101,1
2102,1
2103,1
2104,1
2105,1
2106,1
2107,0
2108,0
2109,0
2110,1
2111,0
2112,0
2113,1
2114,0
2115,1
2116,0
2117,0
2118,0
2119,0
2120,0
2121,1
2122,0
2123,1
2124,1
2125,0
2126,1
2127,1
2128,1
2129,0
2130,1
2131,1
2132,0
2133,0
2134,1
2135,0
2136,0
2137,1
2138,1
2139,0
2140,0
2141,1
2142,1
2143,0
2144,1
2145,0
2146,0
2147,1
2148,1
2149,0
2150,1
2151,1
2152,0
2153,0
2154,0
2155,0
2156,1
2157,1
2158,0
2159,0
2160,1
2161,1
2162,0
2163,1
2164,1
2165,1
2166,0
2167,1
2168,0
2169,0
2170,1
2171,1
2172,1
2173,0
2174,1
2175,0
2176,0
2177,1
2178,0
2179,0
2180,0
2181,1
2182,0
2183,1
2184,1
2185,1
2186,0
2187,1
2188,0
2189,1
2190,1
2191,1
2192,0
2193,1
2194,1
2195,1
2196,1
2197,1
2198,0
2199,0
2200,1
2201,1
2202,0
2203,0
2204,1
2205,0
2206,1
2207,1
2208,0
2209,0
2210,1
2211,1
2212,1
2213,0
2214,1
2215,1
2216,0
2217,1
2218,1
2219,1
2220,1
2221,1
2222,0
2223,1
2224,0
2225,1
2226,0
2227,0
2228,1
2229,0
2230,0
2231,1
2232,1
2233,1
2234,1
2235,1
2236,1
2237,1
2238,1
2239,1
2240,1
2241,0
2242,1
2243,1
2244,0
2245,1
2246,0
2247,1
2248,1
2249,0
2250,0
2251,1
2252,1
2253,0
2254,0
2255,0
2256,1
2257,1
2258,0
2259,1
2260,1
2261,1
2262,1
2263,1
2264,1
2265,1
2266,0
2267,0
2268,1
2269,0
2270,1
2271,1
2272,0
2273,0
2274,1
2275,1
2276,0
2277,1
2278,1
2279,0
2280,1
2281,0
2282,0
2283,0
2284,1
2285,0
2286,0
2287,1
2288,1
2289,1
2290,1
2291,1
2292,1
2293,0
2294,1
2295,0
2296,1
2297,1
2298,1
2299,0
2300,0
2301,0
2302,0
2303,1
2304,0
2305,0
2306,1
2307,0
2308,0
2309,1
2310,1
2311,1
2312,0
2313,1
2314,0
2315,1
2316,0
2317,1
2318,0
2319,1
2320,1
2321,0
2322,0
2323,1
2324,0
2325,1
2326,1
2327,1
2328,0
2329,0
2330,1
2331,0
2332,0
2333,1
2334,1
2335,0
2336,1
2337,1
2338,0
2339,1
2340,0
2341,1
2342,0
2343,1
2344,0
2345,0
2346,0
2347,1
2348,1
2349,1
2350,1
2351,1
2352,1
2353,0
2354,1
2355,1
2356,0
2357,0
2358,1
2359,1
2360,1
2361,1
2362,0
2363,0
2364,1
2365,0
2366,0
2367,0
2368,1
2369,0
2370,1
2371,1
2372,1
2373,1
2374,0
2375,0
2376,1
2377,1
2378,0
2379,0
2380,1
2381,1
2382,1
2383,1
2384,1
2385,0
2386,0
2387,1
2388,1
2389,0
2390,1
2391,1
2392,0
2393,1
2394,0
2395,1
2396,1
2397,0
2398,0
2399,1
2400,1
2401,0
2402,1
2403,1
2404,0
2405,0
2406,0
2407,1
2408,0
2409,1
2410,1
2411,0
2412,0
2413,0
2414,1
2415,0
2416,1
2417,1
2418,1
2419,0
2420,1
2421,0
2422,0
2423,1
2424,0
2425,1
2426,1
2427,1
2428,1
2429,0
2430,0
2431,1
2432,0
2433,0
2434,1
2435,0
2436,0
2437,0
2438,1
2439,1
2440,1
2441,0
2442,1
2443,0
2444,1
2445,1
2446,0
2447,1
2448,0
2449,1
2450,1
2451,1
2452,1
2453,1
2454,1
2455,1
2456,1
2457,1
2458,0
2459,0
2460,0
2461,0
2462,1
2463,0
2464,1
2465,0
2466,1
2467,0
2468,0
2469,0
2470,0
2471,0
2472,1
2473,0
2474,1
2475,1
2476,0
2477,1
2478,0
2479,1
2480,0
2481,1
2482,0
2483,1
2484,1
2485,1
2486,1
2487,0
2488,1
2489,0
2490,0
2491,0
2492,0
2493,1
2494,0
2495,1
2496,1
2497,0
2498,1
2499,1
2500,1
2501,0
2502,1
2503,1
2504,1
2505,0
2506,1
2507,0
2508,1
2509,0
2510,1
2511,0
2512,1
2513,1
2514,1
2515,1
2516,1
2517,1
2518,1
2519,1
2520,0
2521,0
2522,0
2523,0
2524,1
2525,1
2526,1
2527,1
2528,0
2529,1
2530,1
2531,1
2532,0
2533,1
2534,0
2535,1
2536,0
2537,0
2538,1
2539,0
2540,1
2541,1
2542,1
2543,1
2544,1
2545,0
2546,0
2547,0
2548,1
2549,1
2550,0
2551,1
2552,1
2553,1
2554,1
2555,1
2556,1
2557,0
2558,1
2559,0
2560,1
2561,0
2562,1
2563,1
2564,0
2565,0
2566,1
2567,0
2568,1
2569,1
2570,1
2571,0
2572,1
2573,0
2574,0
2575,1
2576,0
2577,1
2578,0
2579,1
2580,1
2581,0
2582,0
2583,1
2584,0
2585,1
2586,1
2587,1
2588,0
2589,1
2590,0
2591,1
2592,0
2593,0
2594,0
2595,1
2596,1
2597,1
2598,0
2599,0
2600,0
2601,0
2602,1
2603,0
2604,0
2605,0
2606,1
2607,0
2608,0
2609,1
2610,0
2611,0
2612,0
2613,1
2614,1
2615,0
2616,1
2617,1
2618,0
2619,1
2620,1
2621,1
2622,1
2623,0
2624,1
2625,1
2626,0
2627,0
2628,0
2629,0
2630,0
2631,0
2632,0
2633,0
2634,1
2635,0
2636,0
2637,1
2638,1
2639,1
2640,1
2641,1
2642,1
2643,0
2644,1
2645,1
2646,1
2647,1
2648,0
2649,1
2650,1
2651,1
2652,0
2653,0
2654,1
2655,0
2656,0
2657,0
2658,0
2659,1
2660,1
2661,0
2662,1
2663,0
2664,1
2665,0
2666,1
2667,1
2668,0
2669,0
2670,1
2671,0
2672,0
2673,1
2674,1
2675,0
2676,1
2677,1
2678,1
2679,0
2680,0
2681,1
2682,0
2683,1
2684,1
2685,0
2686,1
2687,0
2688,1
2689,0
2690,0
2691,1
2692,0
2693,1
2694,1
2695,0
2696,0
2697,0
2698,0
2699,1
2700,0
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,1
2709,1
2710,1
2711,1
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,1
2719,0
2720,0
2721,1
2722,0
2723,0
2724,0
2725,0
2726,1
2727,1
2728,1
2729,1
2730,1
2731,1
2732,0
2733,0
2734,1
2735,1
2736,1
2737,1
2738,0
2739,0
2740,0
2741,0
2742,0
2743,0
2744,0
2745,1
2746,1
2747,1
2748,0
2749,1
2750,1
2751,1
2752,1
2753,0
2754,0
2755,0
2756,1
2757,1
2758,1
2759,1
2760,0
2761,1
2762,0
2763,1
2764,1
2765,0
2766,1
2767,1
2768,1
2769,0
2770,1
2771,0
2772,1
2773,1
2774,1
2775,1
2776,0
2777,1
2778,1
2779,1
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,1
2787,0
2788,0
2789,1
2790,0
2791,0
2792,0
2793,1
2794,0
2795,0
2796,0
2797,0
2798,0
2799,0
2800,0
2801,1
2802,1
2803,1
2804,0
2805,1
2806,0
2807,1
2808,0
2809,0
2810,1
2811,0
2812,1
2813,1
2814,1
2815,0
2816,0
2817,0
2818,1
2819,1
2820,0
2821,0
2822,1
2823,0
2824,1
2825,1
2826,1
2827,1
2828,1
2829,0
2830,1
2831,1
2832,0
2833,1
2834,1
2835,0
2836,0
2837,0
2838,1
2839,1
2840,1
2841,0
2842,0
2843,1
2844,0
2845,1
2846,1
2847,1
2848,0
2849,1
2850,0
2851,0
2852,1
2853,0
2854,0
2855,1
2856,0
2857,1
2858,0
2859,0
2860,0
2861,1
2862,0
2863,0
2864,0
2865,0
2866,0
2867,1
2868,0
2869,0
2870,1
2871,0
2872,0
2873,1
2874,1
2875,1
2876,1
2877,0
2878,0
2879,1
2880,0
2881,0
2882,1
2883,0
2884,0
2885,1
2886,1
2887,0
2888,1
2889,0
2890,0
2891,0
2892,1
2893,1
2894,0
2895,1
2896,0
2897,1
2898,0
2899,0
2900,1
2901,0
2902,0
2903,0
2904,0
2905,1
2906,1
2907,1
2908,0
2909,0
2910,1
2911,0
2912,0
2913,1
2914,1
2915,1
2916,0
2917,1
2918,1
2919,1
2920,1
2921,0
2922,0
2923,1
2924,0
2925,0
2926,0
2927,1
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,0
2935,0
2936,1
2937,1
2938,1
2939,1
2940,1
2941,1
2942,0
2943,1
2944,0
2945,1
2946,0
2947,0
2948,0
2949,1
2950,0
2951,0
2952,0
2953,1
2954,1
2955,1
2956,0
2957,1
2958,0
2959,1
2960,1
2961,0
2962,1
2963,1
2964,1
2965,1
2966,0
2967,0
2968,1
2969,1
2970,0
2971,1
2972,0
2973,1
2974,0
2975,1
2976,0
2977,1
2978,0
2979,1
2980,1
2981,1
2982,0
2983,0
2984,1
2985,0
2986,0
2987,1
2988,0
2989,1
2990,1
2991,0
2992,0
2993,0
2994,0
2995,1
